transaction_id,account_id,transaction_time,amount,transaction_type,merchant,location,known_anomaly
1321,90,2026-02-07 10:13:00,570.9,DEBIT,Swiggy,Pune,False
1322,40,2026-01-18 17:14:00,1928.74,DEBIT,Swiggy,Hyderabad,False
1323,26,2026-06-03 12:43:00,4070.32,DEBIT,Amazon,Delhi,False
1324,44,2026-01-24 00:00:00,4740.73,DEBIT,Netflix,Delhi,False
1325,86,2026-04-30 02:36:00,1417.48,DEBIT,Flipkart,Ludhiana,False
1326,81,2026-07-17 05:28:00,1657.04,DEBIT,Swiggy,Chandigarh,False
1327,16,2026-04-26 03:20:00,1814.57,DEBIT,Amazon,Chandigarh,False
1328,28,2026-04-12 09:11:00,2914.3,DEBIT,Local Store,Bangalore,False
1329,6,2026-02-07 01:39:00,836.37,DEBIT,Shell,Hyderabad,False
1330,73,2026-04-29 02:15:00,1535.64,CREDIT,Swiggy,Pune,False
1331,99,2026-04-26 18:26:00,2987.71,CREDIT,Myntra,Delhi,False
1332,43,2026-06-13 10:38:00,758.44,CREDIT,Swiggy,Ludhiana,False
1333,82,2026-01-08 17:21:00,2339.95,DEBIT,Local Store,Hyderabad,False
1334,16,2026-03-30 16:08:00,1873.96,DEBIT,Local Store,Delhi,False
1335,8,2026-01-14 19:14:00,931.07,DEBIT,Netflix,Pune,False
1336,77,2026-04-30 16:08:00,4955.13,DEBIT,Uber,Bangalore,False
1337,41,2026-04-16 00:33:00,3464.07,CREDIT,Amazon,Mumbai,False
1338,94,2026-07-16 08:34:00,1388.3,DEBIT,Amazon,Pune,False
1339,32,2026-07-09 20:41:00,3865.35,CREDIT,Flipkart,Mumbai,False
1340,57,2026-06-29 00:02:00,2776.13,DEBIT,Walmart,Mumbai,False
1341,7,2026-07-19 19:53:00,3711.77,DEBIT,Netflix,Mumbai,False
1342,65,2026-04-24 09:36:00,963.52,DEBIT,Uber,Pune,False
1343,26,2026-06-13 05:03:00,1737.32,DEBIT,Netflix,Bangalore,False
1344,62,2026-05-25 23:54:00,1005.71,CREDIT,Swiggy,Mumbai,False
1345,61,2026-06-25 11:47:00,1473.89,CREDIT,Amazon,Hyderabad,False
1346,49,2026-04-20 07:27:00,2390.46,DEBIT,Local Store,Ludhiana,False
1347,20,2026-04-14 02:51:00,3316.8,DEBIT,Swiggy,Ludhiana,False
1348,78,2026-06-20 20:26:00,3245.72,DEBIT,Netflix,Mumbai,False
1349,25,2026-05-28 07:03:00,654.35,DEBIT,Swiggy,Chandigarh,False
1350,96,2026-01-26 22:27:00,1505.4,DEBIT,Swiggy,Delhi,False
1351,16,2026-04-03 22:28:00,1895.76,DEBIT,Flipkart,Ludhiana,False
1352,91,2026-01-22 00:13:00,2521.14,DEBIT,Swiggy,Chandigarh,False
1353,95,2026-01-11 06:54:00,711.18,DEBIT,Uber,Bangalore,False
1354,78,2026-04-03 14:00:00,2750.19,DEBIT,Netflix,Ludhiana,False
1355,75,2026-05-20 22:28:00,4885.47,CREDIT,Swiggy,Pune,False
1356,76,2026-03-10 17:57:00,4722.21,DEBIT,Swiggy,Mumbai,False
1357,55,2026-05-20 08:51:00,1292.2,DEBIT,Local Store,Bangalore,False
1358,94,2026-02-02 08:35:00,3810.76,CREDIT,Walmart,Pune,False
1359,74,2026-05-25 21:31:00,3685.32,DEBIT,Apple,Delhi,False
1360,22,2026-01-26 10:17:00,4653.91,DEBIT,Swiggy,Ludhiana,False
1361,54,2026-02-18 21:48:00,3389.31,DEBIT,Netflix,Chandigarh,False
1362,24,2026-07-26 11:19:00,2341.81,DEBIT,Netflix,Mumbai,False
1363,26,2026-05-29 20:04:00,897.87,DEBIT,Myntra,Pune,False
1364,80,2026-01-30 01:23:00,1372.79,DEBIT,Apple,Delhi,False
1365,49,2026-06-26 15:41:00,1120.93,DEBIT,Walmart,Delhi,False
1366,8,2026-01-16 05:46:00,1738.28,CREDIT,Walmart,Mumbai,False
1367,67,2026-04-07 18:54:00,3189.09,CREDIT,Myntra,Chandigarh,False
1368,97,2026-05-15 23:58:00,2446.79,DEBIT,Flipkart,Bangalore,False
1369,31,2026-05-10 15:01:00,4147.38,DEBIT,Flipkart,Hyderabad,False
1370,13,2026-05-27 07:03:00,406.01,CREDIT,Uber,Delhi,False
1371,78,2026-04-01 11:45:00,418.27,CREDIT,Flipkart,Chandigarh,False
1372,80,2026-07-07 11:23:00,3166.4,CREDIT,Swiggy,Pune,False
1373,25,2026-05-12 03:31:00,315.78,DEBIT,Amazon,Hyderabad,False
1374,95,2026-06-26 09:56:00,1070.94,DEBIT,Swiggy,Pune,False
1375,79,2026-06-23 08:25:00,2677.46,CREDIT,Walmart,Pune,False
1376,50,2026-02-22 02:57:00,2700.93,DEBIT,Shell,Ludhiana,False
1377,92,2026-07-19 19:01:00,3629.49,DEBIT,Myntra,Mumbai,False
1378,58,2026-07-16 20:25:00,6338.88,DEBIT,Netflix,Mumbai,False
1379,28,2026-01-11 15:20:00,1728.5,DEBIT,Uber,Bangalore,False
1380,50,2026-04-04 19:11:00,3422.45,DEBIT,Myntra,Pune,False
1381,16,2026-05-02 04:03:00,4589.55,DEBIT,Netflix,Ludhiana,False
1382,99,2026-05-05 23:09:00,3887.48,DEBIT,Swiggy,Pune,False
1383,96,2026-06-09 02:14:00,2806.48,DEBIT,Netflix,Mumbai,False
1384,34,2026-02-02 10:54:00,1268.21,DEBIT,Flipkart,Pune,False
1385,76,2026-04-25 02:17:00,4697.64,DEBIT,Swiggy,Ludhiana,False
1386,95,2026-07-15 00:10:00,444.55,DEBIT,Netflix,Hyderabad,False
1387,50,2026-02-15 23:41:00,4413.65,DEBIT,Shell,Pune,False
1388,78,2026-01-04 08:17:00,3840.15,DEBIT,Shell,Hyderabad,False
1389,59,2026-06-15 22:42:00,2084.45,DEBIT,Uber,Ludhiana,False
1390,37,2026-01-13 12:06:00,934.45,DEBIT,Local Store,Bangalore,False
1391,40,2026-06-24 03:17:00,2553.11,CREDIT,Netflix,Chandigarh,False
1392,38,2026-05-02 07:03:00,2989.42,DEBIT,Uber,Hyderabad,False
1393,92,2026-01-20 03:19:00,1375.98,DEBIT,Uber,Hyderabad,False
1394,63,2026-02-27 23:03:00,2063.15,DEBIT,Amazon,Ludhiana,False
1395,51,2026-05-23 09:09:00,1345.77,CREDIT,Walmart,Ludhiana,False
1396,94,2026-03-13 00:44:00,559.52,DEBIT,Shell,Chandigarh,False
1397,13,2026-04-21 17:02:00,1094.16,CREDIT,Myntra,Pune,False
1398,21,2026-06-25 15:38:00,2076.87,DEBIT,Apple,Mumbai,False
1399,27,2026-02-07 02:50:00,1475.48,DEBIT,Uber,Chandigarh,False
1400,55,2026-01-21 12:13:00,2107.47,DEBIT,Walmart,Bangalore,False
1401,61,2026-06-07 22:47:00,2175.52,DEBIT,Uber,Pune,False
1402,93,2026-03-29 16:37:00,2843.69,DEBIT,Swiggy,Chandigarh,False
1403,39,2026-02-02 15:02:00,4850.59,DEBIT,Myntra,Hyderabad,False
1404,84,2026-06-12 01:30:00,1992.12,DEBIT,Flipkart,Delhi,False
1405,16,2026-03-23 21:30:00,1289.05,CREDIT,Amazon,Ludhiana,False
1406,74,2026-02-04 10:13:00,6171.14,DEBIT,Local Store,Mumbai,False
1407,50,2026-02-06 04:55:00,2239.72,DEBIT,Flipkart,Delhi,False
1408,92,2026-03-09 07:35:00,3625.01,CREDIT,Swiggy,Hyderabad,False
1409,90,2026-06-27 21:07:00,417.52,CREDIT,Walmart,Ludhiana,False
1410,75,2026-02-15 04:18:00,2612.55,CREDIT,Netflix,Pune,False
1411,16,2026-04-25 10:21:00,1145.04,DEBIT,Walmart,Delhi,False
1412,17,2026-02-01 23:23:00,2804.28,DEBIT,Shell,Bangalore,False
1413,97,2026-07-18 05:16:00,851.24,DEBIT,Uber,Chandigarh,False
1414,85,2026-07-09 02:57:00,481.69,DEBIT,Apple,Pune,False
1415,69,2026-05-09 04:50:00,1648.87,DEBIT,Local Store,Ludhiana,False
1416,66,2026-01-17 06:54:00,1185.2,DEBIT,Netflix,Delhi,False
1417,25,2026-07-21 00:04:00,1259.91,DEBIT,Netflix,Ludhiana,False
1418,46,2026-06-03 15:37:00,1509.13,DEBIT,Walmart,Ludhiana,False
1419,33,2026-04-03 13:03:00,1525.93,DEBIT,Swiggy,Pune,False
1420,19,2026-04-09 02:03:00,2560.27,DEBIT,Netflix,Pune,False
1421,48,2026-02-25 21:13:00,2492.11,DEBIT,Flipkart,Hyderabad,False
1422,56,2026-04-01 02:40:00,1676.89,CREDIT,Walmart,Bangalore,False
1423,16,2026-02-02 09:28:00,2593.87,DEBIT,Flipkart,Bangalore,False
1424,100,2026-03-24 04:46:00,1325.22,CREDIT,Apple,Delhi,False
1425,13,2026-02-14 23:11:00,2722.78,DEBIT,Uber,Ludhiana,False
1426,94,2026-06-28 06:21:00,4228.72,DEBIT,Walmart,Ludhiana,False
1427,45,2026-01-18 11:06:00,4418.88,DEBIT,Uber,Bangalore,False
1428,97,2026-07-13 13:54:00,1719.14,DEBIT,Shell,Ludhiana,False
1429,52,2026-02-26 14:42:00,2709.44,DEBIT,Uber,Mumbai,False
1430,49,2026-05-15 18:25:00,3129.8,DEBIT,Netflix,Pune,False
1431,78,2026-06-20 15:15:00,1764.21,DEBIT,Shell,Bangalore,False
1432,36,2026-03-25 06:58:00,5124.04,DEBIT,Apple,Pune,False
1433,12,2026-01-29 22:27:00,3905.02,DEBIT,Walmart,Pune,False
1434,31,2026-01-21 21:40:00,5322.09,DEBIT,Walmart,Pune,False
1435,37,2026-06-04 08:49:00,1470.85,CREDIT,Shell,Pune,False
1436,18,2026-07-13 20:15:00,2719.24,DEBIT,Walmart,Chandigarh,False
1437,2,2026-07-14 13:00:00,4421.05,DEBIT,Flipkart,Mumbai,False
1438,95,2026-07-12 06:42:00,2711.43,CREDIT,Local Store,Delhi,False
1439,78,2026-03-23 22:40:00,3230.64,CREDIT,Uber,Delhi,False
1440,47,2026-01-19 12:49:00,6428.42,DEBIT,Swiggy,Chandigarh,False
1441,49,2026-07-16 06:53:00,1549.71,DEBIT,Walmart,Bangalore,False
1442,39,2026-01-01 19:31:00,2559.27,DEBIT,Local Store,Chandigarh,False
1443,28,2026-01-13 21:35:00,7308.82,DEBIT,Myntra,Ludhiana,False
1444,63,2026-06-17 14:38:00,552.07,DEBIT,Flipkart,Bangalore,False
1445,46,2026-01-04 05:27:00,751.7,DEBIT,Walmart,Chandigarh,False
1446,63,2026-02-25 23:08:00,1839.29,DEBIT,Swiggy,Delhi,False
1447,63,2026-05-17 06:45:00,543.38,DEBIT,Apple,Bangalore,False
1448,55,2026-04-09 02:46:00,3664.83,DEBIT,Walmart,Chandigarh,False
1449,85,2026-05-11 19:03:00,4802.71,DEBIT,Netflix,Delhi,False
1450,25,2026-06-03 07:14:00,2136.08,DEBIT,Flipkart,Delhi,False
1451,21,2026-02-13 06:01:00,5598.56,CREDIT,Swiggy,Chandigarh,False
1452,71,2026-02-16 09:32:00,2178.79,DEBIT,Flipkart,Hyderabad,False
1453,98,2026-05-22 13:48:00,2706.72,DEBIT,Uber,Delhi,False
1454,14,2026-05-06 06:58:00,5029.94,DEBIT,Shell,Delhi,False
1455,99,2026-01-03 22:09:00,5175.12,DEBIT,Swiggy,Chandigarh,False
1456,38,2026-06-06 04:14:00,2037.48,DEBIT,Netflix,Ludhiana,False
1457,20,2026-04-06 22:45:00,4078.43,DEBIT,Netflix,Pune,False
1458,55,2026-02-07 12:35:00,1653.81,DEBIT,Shell,Ludhiana,False
1459,24,2026-02-13 20:36:00,1639.76,DEBIT,Uber,Chandigarh,False
1460,5,2026-02-23 05:35:00,1250.22,DEBIT,Swiggy,Delhi,False
1461,79,2026-03-26 06:14:00,1623.54,DEBIT,Netflix,Bangalore,False
1462,55,2026-01-19 19:22:00,2167.26,DEBIT,Apple,Delhi,False
1463,35,2026-01-18 07:33:00,2924.78,DEBIT,Uber,Delhi,False
1464,1,2026-01-14 00:50:00,63156.24,DEBIT,Amazon,Ludhiana,True
1465,36,2026-05-13 09:01:00,5179.38,CREDIT,Flipkart,Bangalore,False
1466,15,2026-07-20 21:25:00,1024.5,DEBIT,Uber,Bangalore,False
1467,47,2026-05-16 07:01:00,2762.88,DEBIT,Netflix,Pune,False
1468,36,2026-02-08 17:26:00,1925.21,DEBIT,Uber,Pune,False
1469,96,2026-03-11 08:02:00,5246.16,CREDIT,Netflix,Pune,False
1470,58,2026-07-19 00:04:00,5446.19,DEBIT,Local Store,Bangalore,False
1471,39,2026-01-16 22:49:00,4394.9,DEBIT,Uber,Mumbai,False
1472,54,2026-07-24 00:22:00,2944.72,DEBIT,Flipkart,Bangalore,False
1473,58,2026-07-10 16:42:00,3994.65,DEBIT,Shell,Hyderabad,False
1474,3,2026-02-16 22:38:00,1476.45,DEBIT,Apple,Delhi,False
1475,73,2026-06-30 05:36:00,897.31,CREDIT,Shell,Hyderabad,False
1476,66,2026-07-05 10:08:00,4735.78,DEBIT,Swiggy,Ludhiana,False
1477,100,2026-07-28 05:19:00,1955.95,DEBIT,Netflix,Ludhiana,False
1478,90,2026-07-06 16:52:00,482.54,CREDIT,Myntra,Ludhiana,False
1479,91,2026-04-08 18:19:00,3641.05,DEBIT,Shell,Delhi,False
1480,22,2026-04-17 06:09:00,2243.96,DEBIT,Amazon,Pune,False
1481,19,2026-01-19 18:11:00,4629.39,CREDIT,Netflix,Hyderabad,False
1482,27,2026-05-07 12:10:00,3287.84,DEBIT,Local Store,Bangalore,False
1483,42,2026-05-29 16:09:00,798.36,DEBIT,Local Store,Bangalore,False
1484,42,2026-01-04 18:56:00,3437.11,DEBIT,Flipkart,Mumbai,False
1485,94,2026-02-08 18:06:00,6279.22,DEBIT,Swiggy,Pune,False
1486,33,2026-07-20 13:38:00,7054.34,DEBIT,Netflix,Hyderabad,False
1487,57,2026-05-24 23:36:00,1434.83,CREDIT,Uber,Chandigarh,False
1488,30,2026-02-24 00:09:00,5024.42,DEBIT,Myntra,Delhi,False
1489,64,2026-06-28 14:12:00,1577.08,DEBIT,Uber,Pune,False
1490,37,2026-03-06 17:03:00,866.48,DEBIT,Swiggy,Pune,False
1491,78,2026-05-27 13:08:00,1565.25,DEBIT,Walmart,Pune,False
1492,68,2026-01-05 07:00:00,1348.93,CREDIT,Local Store,Delhi,False
1493,49,2026-01-16 22:12:00,2298.84,CREDIT,Uber,Mumbai,False
1494,99,2026-01-05 21:56:00,899.25,DEBIT,Amazon,Hyderabad,False
1495,14,2026-02-20 16:36:00,3539.01,DEBIT,Myntra,Hyderabad,False
1496,73,2026-04-22 21:58:00,2506.24,CREDIT,Flipkart,Chandigarh,False
1497,20,2026-01-08 17:19:00,1293.83,DEBIT,Amazon,Delhi,False
1498,70,2026-06-01 04:48:00,1737.55,DEBIT,Uber,Delhi,False
1499,29,2026-03-24 05:48:00,531.01,DEBIT,Swiggy,Pune,False
1500,92,2026-03-03 17:37:00,4464.76,DEBIT,Walmart,Mumbai,False
1501,14,2026-05-29 13:32:00,61543.23,DEBIT,Netflix,Bangalore,True
1502,78,2026-05-02 21:54:00,1295.14,DEBIT,Local Store,Mumbai,False
1503,87,2026-04-15 11:53:00,3133.74,DEBIT,Flipkart,Delhi,False
1504,35,2026-04-07 15:06:00,3526.74,DEBIT,Walmart,Hyderabad,False
1505,1,2026-02-23 19:19:00,6257.89,DEBIT,Swiggy,Chandigarh,False
1506,93,2026-01-25 12:11:00,3842.26,CREDIT,Walmart,Ludhiana,False
1507,55,2026-03-08 05:13:00,4724.79,CREDIT,Swiggy,Bangalore,False
1508,41,2026-05-31 17:06:00,3015.72,DEBIT,Local Store,Hyderabad,False
1509,82,2026-06-02 10:18:00,2235.05,DEBIT,Shell,Chandigarh,False
1510,69,2026-03-25 18:46:00,1901.26,DEBIT,Swiggy,Delhi,False
1511,75,2026-03-21 20:34:00,2131.24,CREDIT,Walmart,Mumbai,False
1512,47,2026-01-07 05:53:00,475.49,CREDIT,Flipkart,Ludhiana,False
1513,61,2026-02-20 17:39:00,5179.71,DEBIT,Apple,Chandigarh,False
1514,19,2026-06-03 07:25:00,4080.72,DEBIT,Netflix,Mumbai,False
1515,29,2026-05-18 10:18:00,1062.77,DEBIT,Amazon,Pune,False
1516,55,2026-01-27 20:36:00,3230.74,DEBIT,Myntra,Hyderabad,False
1517,77,2026-01-29 01:24:00,5451.13,DEBIT,Amazon,Ludhiana,False
1518,54,2026-02-21 00:19:00,1226.47,DEBIT,Shell,Pune,False
1519,39,2026-01-05 19:25:00,2494.26,DEBIT,Apple,Delhi,False
1520,20,2026-07-06 20:36:00,51740.36,DEBIT,Swiggy,Chandigarh,True
1521,2,2026-04-04 22:54:00,1051.28,DEBIT,Local Store,Ludhiana,False
1522,40,2026-02-27 02:08:00,4729.17,DEBIT,Apple,Delhi,False
1523,67,2026-01-21 09:18:00,3062.94,DEBIT,Netflix,Chandigarh,False
1524,24,2026-01-29 02:39:00,3677.26,CREDIT,Myntra,Chandigarh,False
1525,41,2026-05-16 06:01:00,2741.39,DEBIT,Swiggy,Mumbai,False
1526,35,2026-05-03 03:23:00,1123.51,DEBIT,Amazon,Mumbai,False
1527,37,2026-04-23 13:07:00,1399.23,DEBIT,Netflix,Ludhiana,False
1528,26,2026-04-09 00:01:00,3733.62,DEBIT,Walmart,Ludhiana,False
1529,73,2026-02-03 22:29:00,903.02,DEBIT,Apple,Delhi,False
1530,46,2026-07-02 02:57:00,3787.94,CREDIT,Netflix,Bangalore,False
1531,97,2026-05-01 15:06:00,2074.43,DEBIT,Swiggy,Pune,False
1532,65,2026-02-24 16:21:00,1053.42,CREDIT,Amazon,Ludhiana,False
1533,49,2026-06-18 14:41:00,2770.35,DEBIT,Walmart,Pune,False
1534,12,2026-03-20 12:21:00,4545.07,DEBIT,Uber,Hyderabad,False
1535,92,2026-07-10 12:33:00,1584.15,DEBIT,Flipkart,Chandigarh,False
1536,17,2026-06-06 21:16:00,1887.47,DEBIT,Amazon,Pune,False
1537,100,2026-02-25 11:42:00,3781.14,DEBIT,Local Store,Pune,False
1538,64,2026-04-23 16:49:00,1736.26,DEBIT,Shell,Hyderabad,False
1539,12,2026-01-25 19:36:00,2343.31,DEBIT,Apple,Ludhiana,False
1540,47,2026-06-17 18:01:00,2179.44,DEBIT,Apple,Chandigarh,False
1541,33,2026-07-27 01:40:00,1846.83,CREDIT,Myntra,Delhi,False
1542,47,2026-02-16 23:04:00,5248.3,DEBIT,Myntra,Bangalore,False
1543,66,2026-07-04 04:59:00,5295.24,DEBIT,Myntra,Bangalore,False
1544,88,2026-01-21 18:35:00,642.37,CREDIT,Netflix,Pune,False
1545,72,2026-05-26 08:57:00,602.7,DEBIT,Walmart,Mumbai,False
1546,50,2026-05-08 01:03:00,3701.05,DEBIT,Myntra,Chandigarh,False
1547,83,2026-02-09 10:45:00,3053.42,DEBIT,Swiggy,Hyderabad,False
1548,56,2026-04-26 12:28:00,1244.88,DEBIT,Flipkart,Ludhiana,False
1549,63,2026-07-18 10:59:00,1447.04,DEBIT,Uber,Chandigarh,False
1550,19,2026-01-12 09:42:00,2965.09,DEBIT,Local Store,Hyderabad,False
1551,49,2026-03-19 16:53:00,904.71,CREDIT,Amazon,Mumbai,False
1552,3,2026-04-09 05:58:00,2815.34,DEBIT,Apple,Pune,False
1553,23,2026-06-14 08:34:00,1078.59,DEBIT,Swiggy,Ludhiana,False
1554,28,2026-01-20 13:36:00,3890.76,DEBIT,Walmart,Chandigarh,False
1555,44,2026-06-25 08:30:00,4601.51,CREDIT,Myntra,Ludhiana,False
1556,89,2026-06-09 00:40:00,4668.46,CREDIT,Flipkart,Pune,False
1557,74,2026-01-29 07:54:00,3233.09,DEBIT,Local Store,Ludhiana,False
1558,19,2026-04-26 05:45:00,2010.13,CREDIT,Amazon,Mumbai,False
1559,59,2026-05-28 23:03:00,3676.84,CREDIT,Apple,Ludhiana,False
1560,93,2026-02-15 18:32:00,516.94,DEBIT,Myntra,Pune,False
1561,75,2026-07-18 19:46:00,1066.28,DEBIT,Uber,Ludhiana,False
1562,49,2026-03-11 14:22:00,2476.33,DEBIT,Local Store,Delhi,False
1563,48,2026-02-15 10:02:00,6367.42,DEBIT,Myntra,Pune,False
1564,59,2026-07-17 12:08:00,2491.08,DEBIT,Swiggy,Ludhiana,False
1565,98,2026-07-21 06:02:00,2509.8,DEBIT,Local Store,Mumbai,False
1566,70,2026-06-09 06:52:00,2157.02,DEBIT,Apple,Pune,False
1567,80,2026-02-07 19:07:00,5168.46,DEBIT,Walmart,Pune,False
1568,3,2026-06-30 17:39:00,3064.62,DEBIT,Local Store,Ludhiana,False
1569,13,2026-06-03 03:36:00,1834.39,DEBIT,Netflix,Mumbai,False
1570,100,2026-03-13 04:49:00,2521.5,DEBIT,Myntra,Delhi,False
1571,45,2026-05-25 02:37:00,5928.47,CREDIT,Amazon,Bangalore,False
1572,29,2026-04-07 07:13:00,2414.59,DEBIT,Apple,Hyderabad,False
1573,54,2026-01-10 13:20:00,5461.59,DEBIT,Uber,Hyderabad,False
1574,48,2026-04-26 14:06:00,4344.71,DEBIT,Flipkart,Mumbai,False
1575,74,2026-05-24 04:51:00,5139.42,DEBIT,Amazon,Hyderabad,False
1576,74,2026-05-23 03:28:00,4066.38,CREDIT,Uber,Chandigarh,False
1577,41,2026-07-03 14:15:00,2528.68,CREDIT,Walmart,Pune,False
1578,74,2026-04-05 17:55:00,4206.09,CREDIT,Shell,Mumbai,False
1579,42,2026-02-25 17:21:00,1733.49,DEBIT,Amazon,Ludhiana,False
1580,91,2026-07-28 04:24:00,3383.48,CREDIT,Swiggy,Delhi,False
1581,96,2026-03-09 22:08:00,5145.56,CREDIT,Netflix,Pune,False
1582,29,2026-03-31 07:03:00,1768.41,DEBIT,Swiggy,Hyderabad,False
1583,34,2026-02-07 15:41:00,3150.13,DEBIT,Walmart,Chandigarh,False
1584,77,2026-04-06 09:20:00,1659.46,DEBIT,Uber,Delhi,False
1585,10,2026-06-28 18:44:00,1886.65,DEBIT,Amazon,Chandigarh,False
1586,10,2026-03-18 13:35:00,3671.04,DEBIT,Swiggy,Chandigarh,False
1587,41,2026-03-07 01:18:00,2877.88,DEBIT,Local Store,Pune,False
1588,78,2026-05-05 19:31:00,4542.29,DEBIT,Flipkart,Chandigarh,False
1589,79,2026-02-14 06:30:00,4171.15,DEBIT,Netflix,Ludhiana,False
1590,4,2026-02-25 11:13:00,2939.65,DEBIT,Netflix,Hyderabad,False
1591,47,2026-02-16 02:04:00,1063.21,DEBIT,Apple,Bangalore,False
1592,62,2026-07-20 19:03:00,1700.93,DEBIT,Apple,Chandigarh,False
1593,96,2026-04-02 01:20:00,1836.14,CREDIT,Uber,Mumbai,False
1594,88,2026-05-24 00:33:00,5325.56,DEBIT,Walmart,Ludhiana,False
1595,99,2026-06-07 19:43:00,3413.86,DEBIT,Myntra,Chandigarh,False
1596,77,2026-02-09 03:51:00,4427.41,CREDIT,Local Store,Chandigarh,False
1597,55,2026-06-13 14:56:00,948.66,CREDIT,Uber,Delhi,False
1598,66,2026-07-13 03:33:00,2337.3,DEBIT,Flipkart,Chandigarh,False
1599,4,2026-03-31 07:37:00,1113.45,DEBIT,Walmart,Mumbai,False
1600,85,2026-04-25 11:43:00,1636.29,DEBIT,Walmart,Delhi,False
1601,41,2026-04-28 01:50:00,3468.16,DEBIT,Netflix,Ludhiana,False
1602,9,2026-07-11 23:17:00,1856.01,DEBIT,Netflix,Delhi,False
1603,72,2026-01-28 05:49:00,1044.37,CREDIT,Local Store,Pune,False
1604,54,2026-04-27 13:15:00,2409.27,DEBIT,Netflix,Mumbai,False
1605,7,2026-02-15 04:20:00,983.44,DEBIT,Myntra,Mumbai,False
1606,77,2026-01-08 17:50:00,1983.65,DEBIT,Apple,Delhi,False
1607,83,2026-02-17 17:12:00,3938.55,DEBIT,Swiggy,Delhi,False
1608,69,2026-01-06 22:11:00,4579.95,DEBIT,Walmart,Chandigarh,False
1609,13,2026-05-06 21:51:00,3462.99,DEBIT,Swiggy,Delhi,False
1610,72,2026-01-18 03:19:00,4414.66,DEBIT,Swiggy,Bangalore,False
1611,90,2026-05-17 03:14:00,3165.75,CREDIT,Local Store,Delhi,False
1612,4,2026-02-20 12:16:00,1530.65,CREDIT,Walmart,Bangalore,False
1613,89,2026-05-15 07:19:00,3818.89,DEBIT,Shell,Delhi,False
1614,89,2026-01-16 16:24:00,4873.69,DEBIT,Walmart,Delhi,False
1615,39,2026-04-09 06:31:00,699.79,CREDIT,Uber,Mumbai,False
1616,75,2026-02-23 21:15:00,3351.4,DEBIT,Local Store,Hyderabad,False
1617,53,2026-06-24 00:11:00,2863.75,DEBIT,Myntra,Bangalore,False
1618,42,2026-02-03 10:09:00,2925.18,DEBIT,Apple,Hyderabad,False
1619,38,2026-03-16 23:06:00,2641.1,DEBIT,Walmart,Delhi,False
1620,64,2026-03-20 16:37:00,1063.44,DEBIT,Myntra,Hyderabad,False
1621,50,2026-07-12 02:37:00,1527.9,DEBIT,Shell,Hyderabad,False
1622,41,2026-06-15 07:18:00,4331.81,DEBIT,Uber,Hyderabad,False
1623,65,2026-06-14 17:24:00,1347.51,DEBIT,Local Store,Ludhiana,False
1624,26,2026-04-12 03:47:00,5639.99,DEBIT,Swiggy,Mumbai,False
1625,88,2026-02-09 00:29:00,2347.35,DEBIT,Walmart,Mumbai,False
1626,3,2026-01-11 09:47:00,3330.37,DEBIT,Myntra,Pune,False
1627,68,2026-06-07 02:16:00,2395.1,DEBIT,Netflix,Mumbai,False
1628,51,2026-01-20 08:29:00,4330.59,DEBIT,Myntra,Bangalore,False
1629,48,2026-04-18 01:03:00,713.3,DEBIT,Netflix,Chandigarh,False
1630,23,2026-06-29 17:17:00,2138.29,DEBIT,Shell,Chandigarh,False
1631,14,2026-01-20 08:19:00,2199.71,DEBIT,Amazon,Ludhiana,False
1632,35,2026-04-11 07:00:00,783.32,DEBIT,Netflix,Ludhiana,False
1633,90,2026-04-08 16:09:00,3386.64,DEBIT,Myntra,Mumbai,False
1634,22,2026-04-15 20:31:00,4328.69,DEBIT,Local Store,Bangalore,False
1635,94,2026-04-22 03:57:00,625.28,DEBIT,Netflix,Mumbai,False
1636,41,2026-05-01 22:25:00,5353.53,DEBIT,Myntra,Mumbai,False
1637,2,2026-01-29 00:38:00,3335.85,CREDIT,Uber,Pune,False
1638,98,2026-06-22 12:23:00,4436.28,DEBIT,Local Store,Delhi,False
1639,63,2026-04-16 19:48:00,4097.76,DEBIT,Netflix,Ludhiana,False
1640,65,2026-02-04 04:35:00,1269.21,DEBIT,Walmart,Bangalore,False
1641,95,2026-06-27 03:02:00,1544.15,DEBIT,Apple,Bangalore,False
1642,59,2026-05-02 12:15:00,568.67,DEBIT,Shell,Hyderabad,False
1643,85,2026-07-09 01:47:00,5553.76,DEBIT,Amazon,Mumbai,False
1644,53,2026-02-21 13:36:00,3508.46,DEBIT,Flipkart,Chandigarh,False
1645,4,2026-02-02 12:05:00,1538.9,DEBIT,Netflix,Chandigarh,False
1646,82,2026-07-18 09:33:00,323.44,DEBIT,Myntra,Ludhiana,False
1647,23,2026-06-01 22:22:00,1311.91,DEBIT,Apple,Bangalore,False
1648,25,2026-05-05 23:34:00,361.64,DEBIT,Local Store,Delhi,False
1649,56,2026-02-10 02:51:00,2426.76,DEBIT,Amazon,Chandigarh,False
1650,88,2026-07-10 11:40:00,952.53,DEBIT,Apple,Ludhiana,False
1651,72,2026-01-06 16:14:00,3251.52,CREDIT,Myntra,Delhi,False
1652,28,2026-01-20 08:48:00,2118.66,DEBIT,Myntra,Bangalore,False
1653,1,2026-05-08 12:15:00,2424.79,DEBIT,Apple,Hyderabad,False
1654,65,2026-02-26 10:44:00,3467.51,CREDIT,Walmart,Pune,False
