transaction_id,account_id,transaction_time,amount,transaction_type,merchant,location,z_score,account_frequency,risk_score,risk
914,90,2026-07-12 00:23:00,991.0,DEBIT,Amazon,Bangalore,-0.3171605355434503,93,0,NORMAL
915,11,2026-05-31 08:23:00,2993.85,CREDIT,Swiggy,Mumbai,-0.09422598924132197,118,0,NORMAL
916,85,2026-03-18 18:29:00,1830.18,DEBIT,Local Store,Pune,-0.6568855083742865,89,0,NORMAL
917,45,2026-06-18 22:37:00,713.36,DEBIT,Swiggy,Chandigarh,-0.3990914486441249,97,0,NORMAL
918,39,2026-07-13 21:14:00,3861.02,CREDIT,Netflix,Chandigarh,0.19525614651113332,101,0,NORMAL
919,88,2026-01-05 07:39:00,3167.2,CREDIT,Apple,Hyderabad,-0.10497356193173435,104,0,NORMAL
920,58,2026-07-13 01:25:00,2268.41,DEBIT,Amazon,Delhi,-0.1883045615604445,99,0,NORMAL
921,69,2026-04-10 05:55:00,4230.06,CREDIT,Flipkart,Bangalore,-0.028894731158507436,112,0,NORMAL
922,35,2026-05-23 09:57:00,3813.41,DEBIT,Myntra,Hyderabad,0.7038369172910406,103,0,NORMAL
923,87,2026-05-03 20:18:00,3743.97,DEBIT,Uber,Bangalore,0.4124789142898914,85,0,NORMAL
924,71,2026-01-25 17:46:00,365.99,DEBIT,Amazon,Chandigarh,-1.501939953774098,99,0,NORMAL
925,13,2026-04-02 17:06:00,2600.98,DEBIT,Netflix,Delhi,-0.11715096920696848,101,0,NORMAL
926,4,2026-03-20 22:38:00,2584.36,DEBIT,Local Store,Pune,-0.03519261374863174,105,0,NORMAL
927,16,2026-07-26 02:23:00,5010.17,DEBIT,Uber,Delhi,0.6187697083930613,95,0,NORMAL
928,90,2026-01-28 13:36:00,1777.3,DEBIT,Myntra,Bangalore,-0.25186893584694753,93,0,NORMAL
929,99,2026-02-28 23:16:00,3273.73,DEBIT,Walmart,Bangalore,0.10917907621900082,103,0,NORMAL
930,100,2026-01-22 20:48:00,589.9,DEBIT,Apple,Hyderabad,-1.475748888113991,87,0,NORMAL
931,34,2026-05-23 22:53:00,2122.12,DEBIT,Uber,Pune,-0.5234203216539568,118,0,NORMAL
932,63,2026-06-07 00:21:00,1278.66,DEBIT,Netflix,Ludhiana,-0.8669696064777768,88,0,NORMAL
933,83,2026-01-26 15:16:00,801.4,DEBIT,Local Store,Pune,-0.36464177418202526,101,0,NORMAL
934,33,2026-07-01 04:58:00,4275.26,DEBIT,Uber,Pune,0.012802233513490824,91,0,NORMAL
935,82,2026-05-01 02:06:00,625.73,DEBIT,Swiggy,Ludhiana,-0.466409441705327,107,0,NORMAL
936,1,2026-06-28 15:37:00,2984.39,CREDIT,Myntra,Chandigarh,-0.1262360233460119,112,0,NORMAL
937,52,2026-01-02 04:54:00,4662.36,DEBIT,Swiggy,Pune,0.34110933376070024,116,0,NORMAL
938,100,2026-05-11 16:16:00,1520.62,DEBIT,Flipkart,Pune,-0.821072727294994,87,0,NORMAL
939,39,2026-07-14 15:38:00,1322.61,DEBIT,Flipkart,Delhi,-0.41003341013356037,101,0,NORMAL
940,59,2026-03-15 22:53:00,2092.66,DEBIT,Uber,Ludhiana,-0.2241720607751434,92,0,NORMAL
941,6,2026-02-08 20:57:00,4309.88,DEBIT,Flipkart,Chandigarh,1.0122435015418294,117,0,NORMAL
942,11,2026-03-10 23:33:00,3683.64,DEBIT,Uber,Delhi,0.002463859033790591,118,0,NORMAL
943,25,2026-07-16 19:24:00,727.45,DEBIT,Apple,Chandigarh,-1.31006787922895,97,0,NORMAL
944,69,2026-01-06 23:27:00,4821.99,CREDIT,Amazon,Bangalore,0.02724663675553875,112,0,NORMAL
945,8,2026-07-10 11:05:00,1926.46,DEBIT,Myntra,Pune,-0.24779891289360603,91,0,NORMAL
946,69,2026-01-27 05:26:00,876.85,DEBIT,Amazon,Pune,-0.34692861405523345,112,0,NORMAL
947,19,2026-03-30 08:35:00,4161.27,DEBIT,Uber,Delhi,0.8550345917159096,98,0,NORMAL
948,23,2026-02-05 10:09:00,3564.98,CREDIT,Myntra,Ludhiana,0.6038793820324345,96,0,NORMAL
949,22,2026-03-22 07:23:00,6066.47,DEBIT,Walmart,Hyderabad,0.40373276758405313,108,0,NORMAL
950,26,2026-05-27 08:48:00,2854.02,CREDIT,Flipkart,Delhi,0.11013134229690494,98,0,NORMAL
951,88,2026-01-17 14:20:00,4048.3,CREDIT,Local Store,Mumbai,-0.013744406624838824,104,0,NORMAL
952,43,2026-06-01 03:40:00,1068.02,DEBIT,Uber,Pune,-0.4063917505018722,97,0,NORMAL
953,48,2026-02-06 09:31:00,1410.84,DEBIT,Local Store,Chandigarh,-0.3259707805978573,102,0,NORMAL
954,100,2026-01-30 09:21:00,1469.15,CREDIT,Amazon,Delhi,-0.8572771518236962,87,0,NORMAL
955,23,2026-06-23 07:27:00,4247.14,DEBIT,Uber,Mumbai,1.061740382552574,96,0,NORMAL
956,19,2026-05-31 00:23:00,2286.95,DEBIT,Netflix,Mumbai,-0.38858600746687333,98,0,NORMAL
957,79,2026-02-02 01:08:00,2431.83,DEBIT,Apple,Bangalore,-0.1814919694259472,122,10,NORMAL
958,54,2026-02-12 18:47:00,402.94,DEBIT,Shell,Delhi,-0.4862419584716094,89,0,NORMAL
959,80,2026-03-17 18:28:00,2174.87,DEBIT,Apple,Delhi,-0.2193758229951204,84,0,NORMAL
960,25,2026-06-22 17:28:00,694.19,DEBIT,Myntra,Mumbai,-1.3317102091884379,97,0,NORMAL
961,21,2026-05-08 13:39:00,53607.81,DEBIT,Myntra,Delhi,8.036282413945537,122,100,HIGH
962,79,2026-01-16 18:30:00,4520.11,CREDIT,Walmart,Pune,1.2521784413815569,122,10,NORMAL
963,7,2026-02-12 06:11:00,5580.11,DEBIT,Walmart,Mumbai,0.3967717588384455,93,0,NORMAL
964,93,2026-06-02 13:51:00,3482.25,DEBIT,Netflix,Pune,0.3843929731447988,100,0,NORMAL
965,87,2026-03-28 07:58:00,4611.22,DEBIT,Swiggy,Hyderabad,0.9094908301850944,85,0,NORMAL
966,26,2026-06-21 11:34:00,2452.3,DEBIT,Local Store,Chandigarh,-0.14796367327531915,98,0,NORMAL
967,7,2026-05-22 00:32:00,6091.73,DEBIT,Flipkart,Mumbai,0.48546427811325976,93,0,NORMAL
968,59,2026-04-09 04:37:00,5432.6,DEBIT,Netflix,Bangalore,0.24936493420875736,92,0,NORMAL
969,17,2026-06-19 11:54:00,525.65,DEBIT,Myntra,Chandigarh,-0.37412520533152616,97,0,NORMAL
970,22,2026-04-18 11:09:00,3588.79,DEBIT,Local Store,Mumbai,-0.007262430439461309,108,0,NORMAL
971,82,2026-03-25 15:10:00,6091.15,DEBIT,Walmart,Chandigarh,0.4460674768334956,107,0,NORMAL
972,67,2026-06-22 09:24:00,2205.39,CREDIT,Myntra,Bangalore,-0.2288431997341573,98,0,NORMAL
973,2,2026-03-22 23:25:00,3723.31,DEBIT,Local Store,Mumbai,0.6385961174498669,117,0,NORMAL
974,74,2026-01-17 02:26:00,3690.71,DEBIT,Amazon,Chandigarh,-0.06635987923274585,119,0,NORMAL
975,94,2026-02-05 16:19:00,5149.73,DEBIT,Myntra,Chandigarh,0.2420341937657652,103,0,NORMAL
976,31,2026-05-29 01:04:00,930.29,CREDIT,Netflix,Mumbai,-0.3552906354384826,104,0,NORMAL
977,46,2026-04-21 23:42:00,1711.32,DEBIT,Uber,Pune,-0.25898457640022404,94,0,NORMAL
978,59,2026-01-09 21:19:00,3980.17,DEBIT,Myntra,Chandigarh,0.04343927757286957,92,0,NORMAL
979,99,2026-06-19 01:04:00,1071.66,CREDIT,Amazon,Hyderabad,-0.5755254513075949,103,0,NORMAL
980,81,2026-05-02 04:58:00,692.97,CREDIT,Shell,Delhi,-0.44093691703040944,105,0,NORMAL
981,38,2026-03-17 10:04:00,2235.48,DEBIT,Walmart,Ludhiana,-0.281437093426344,95,0,NORMAL
982,43,2026-05-13 12:35:00,6095.74,DEBIT,Amazon,Delhi,0.6047308607178046,97,0,NORMAL
983,50,2026-07-23 10:47:00,1770.31,DEBIT,Walmart,Ludhiana,-0.25300822768310866,118,0,NORMAL
984,91,2026-05-02 22:39:00,3334.92,DEBIT,Netflix,Ludhiana,-0.09669301337174012,100,0,NORMAL
985,15,2026-03-18 09:12:00,3307.51,CREDIT,Netflix,Bangalore,0.046922416078047084,91,0,NORMAL
986,46,2026-06-06 16:04:00,59965.56,DEBIT,Shell,Mumbai,9.296554344539285,94,90,HIGH
987,9,2026-06-21 04:21:00,1563.82,CREDIT,Shell,Pune,-0.4348495940033816,84,0,NORMAL
988,69,2026-05-15 00:54:00,4942.67,DEBIT,Walmart,Mumbai,0.03869248386561446,112,0,NORMAL
989,59,2026-01-29 00:22:00,784.55,CREDIT,Walmart,Mumbai,-0.40963601477084105,92,0,NORMAL
990,36,2026-02-24 19:04:00,1104.03,DEBIT,Netflix,Ludhiana,-0.32827623617152846,85,0,NORMAL
991,81,2026-06-22 13:02:00,404.76,CREDIT,Flipkart,Chandigarh,-0.48054421473906955,105,0,NORMAL
992,57,2026-03-10 20:02:00,4543.87,DEBIT,Walmart,Delhi,0.14459974177591053,107,0,NORMAL
993,30,2026-04-29 19:18:00,3301.63,DEBIT,Myntra,Ludhiana,0.05435845335383547,92,0,NORMAL
994,86,2026-06-12 02:42:00,3534.76,CREDIT,Myntra,Bangalore,0.4733935511162717,76,0,NORMAL
995,73,2026-06-26 07:22:00,1134.87,DEBIT,Flipkart,Bangalore,-0.8327845343715082,111,0,NORMAL
996,99,2026-04-14 12:58:00,3664.24,DEBIT,Myntra,Mumbai,0.23060299328086115,103,0,NORMAL
997,80,2026-02-25 21:10:00,4431.77,CREDIT,Uber,Mumbai,0.11902596778762045,84,0,NORMAL
998,15,2026-02-16 01:08:00,548.82,DEBIT,Myntra,Bangalore,-0.5753429806213397,91,0,NORMAL
999,48,2026-05-06 04:34:00,1248.59,DEBIT,Uber,Bangalore,-0.345124164513471,102,0,NORMAL
1000,58,2026-04-20 19:04:00,2854.94,DEBIT,Walmart,Delhi,-0.08700299441658522,99,0,NORMAL
1001,52,2026-02-26 19:36:00,5020.56,CREDIT,Amazon,Pune,0.41509399588392915,116,0,NORMAL
1002,70,2026-04-18 14:36:00,1939.49,DEBIT,Myntra,Bangalore,-0.6645038687627345,90,0,NORMAL
1003,97,2026-06-10 23:10:00,4293.28,DEBIT,Flipkart,Pune,0.933838067862581,96,0,NORMAL
1004,15,2026-02-20 18:17:00,3553.4,CREDIT,Shell,Delhi,0.10238672645522326,91,0,NORMAL
1005,40,2026-04-29 19:50:00,531.8,DEBIT,Amazon,Ludhiana,-0.45807674781176944,109,0,NORMAL
1006,83,2026-04-12 04:33:00,1214.54,DEBIT,Netflix,Delhi,-0.3002861321380833,101,0,NORMAL
1007,11,2026-07-06 08:04:00,1895.86,DEBIT,Swiggy,Mumbai,-0.24813440558193411,118,0,NORMAL
1008,63,2026-01-21 09:45:00,2171.84,DEBIT,Flipkart,Chandigarh,-0.14497429067571269,88,0,NORMAL
1009,19,2026-05-06 13:57:00,2896.04,DEBIT,Flipkart,Bangalore,0.01554822295068675,98,0,NORMAL
1010,58,2026-06-11 17:39:00,4915.29,DEBIT,Swiggy,Hyderabad,0.268846977221439,99,0,NORMAL
1011,57,2026-05-31 19:16:00,2207.71,DEBIT,Uber,Hyderabad,-0.20510674567106796,107,0,NORMAL
1012,76,2026-04-21 09:40:00,1202.79,DEBIT,Myntra,Hyderabad,-0.43611846138771043,74,0,NORMAL
1013,68,2026-02-02 04:52:00,7807.88,CREDIT,Amazon,Chandigarh,1.1117681795386771,100,0,NORMAL
1014,82,2026-07-22 08:46:00,5796.65,DEBIT,Myntra,Pune,0.39689935205814747,107,0,NORMAL
1015,73,2026-07-21 15:45:00,4306.41,DEBIT,Myntra,Delhi,1.3112924723804267,111,0,NORMAL
1016,39,2026-07-23 15:04:00,4773.06,DEBIT,Myntra,Mumbai,0.41273412967469897,101,0,NORMAL
1017,4,2026-06-22 01:07:00,4546.91,DEBIT,Walmart,Pune,1.5359088010968864,105,0,NORMAL
1018,86,2026-06-29 02:10:00,5302.91,DEBIT,Netflix,Delhi,1.6276713976045998,76,0,NORMAL
1019,16,2026-05-12 17:06:00,1326.58,DEBIT,Local Store,Chandigarh,-0.44158602170003225,95,0,NORMAL
1020,73,2026-06-23 07:42:00,2533.68,DEBIT,Walmart,Bangalore,0.1128621728479101,111,0,NORMAL
1021,66,2026-02-23 04:57:00,4529.97,DEBIT,Flipkart,Chandigarh,1.1360123788919447,95,0,NORMAL
1022,89,2026-04-10 06:37:00,1133.4,DEBIT,Flipkart,Chandigarh,-0.4159084098303751,103,0,NORMAL
1023,82,2026-01-28 23:19:00,4016.08,DEBIT,Shell,Mumbai,0.09962502971097724,107,0,NORMAL
1024,99,2026-03-02 20:27:00,3867.15,CREDIT,Shell,Bangalore,0.2936951727667184,103,0,NORMAL
1025,41,2026-05-12 23:46:00,3865.83,DEBIT,Walmart,Ludhiana,0.11835164316751745,100,0,NORMAL
1026,75,2026-02-19 20:40:00,1677.98,DEBIT,Shell,Bangalore,-0.34719225426705164,89,0,NORMAL
1027,48,2026-03-21 07:49:00,2085.49,DEBIT,Uber,Ludhiana,-0.24632929857216354,102,0,NORMAL
1028,29,2026-07-23 09:36:00,5496.76,CREDIT,Local Store,Pune,1.8692521842947887,99,0,NORMAL
1029,68,2026-06-01 22:49:00,3916.49,CREDIT,Myntra,Delhi,0.1771977593024739,100,0,NORMAL
1030,15,2026-06-24 14:05:00,2601.14,CREDIT,Flipkart,Bangalore,-0.1124103136837406,91,0,NORMAL
1031,89,2026-05-05 12:50:00,2589.09,DEBIT,Uber,Pune,-0.1404461746161254,103,0,NORMAL
1032,39,2026-03-22 22:59:00,327.87,CREDIT,Uber,Hyderabad,-0.6472313937440656,101,0,NORMAL
1033,89,2026-01-29 14:51:00,1162.26,DEBIT,Swiggy,Pune,-0.4104471920516701,103,0,NORMAL
1034,98,2026-06-26 07:29:00,4543.68,DEBIT,Swiggy,Delhi,1.315963287779856,114,0,NORMAL
1035,26,2026-02-13 07:09:00,1064.19,DEBIT,Apple,Delhi,-1.0397895023750905,98,0,NORMAL
1036,9,2026-02-05 03:15:00,1320.27,DEBIT,Walmart,Ludhiana,-0.5024761988208413,84,0,NORMAL
1037,27,2026-02-22 23:53:00,3506.04,DEBIT,Apple,Ludhiana,0.5318915133140003,90,0,NORMAL
1038,45,2026-03-30 01:04:00,2823.72,CREDIT,Shell,Ludhiana,-0.08582627447611517,97,0,NORMAL
1039,9,2026-03-11 17:46:00,910.97,DEBIT,Apple,Mumbai,-0.6161266580767899,84,0,NORMAL
1040,97,2026-02-05 22:19:00,2859.37,CREDIT,Netflix,Ludhiana,-0.08611264529247623,96,0,NORMAL
1041,91,2026-02-09 01:48:00,2501.21,DEBIT,Uber,Hyderabad,-0.1968017133485843,100,0,NORMAL
1042,46,2026-07-07 05:35:00,4170.86,DEBIT,Netflix,Chandigarh,0.14445782019799022,94,0,NORMAL
1043,15,2026-06-30 12:30:00,3494.3,DEBIT,Flipkart,Pune,0.08905580310213404,91,0,NORMAL
1044,37,2026-04-30 11:06:00,3781.32,DEBIT,Myntra,Delhi,0.7467005679662612,87,0,NORMAL
1045,50,2026-06-11 15:20:00,1466.11,CREDIT,Netflix,Ludhiana,-0.29096094471051315,118,0,NORMAL
1046,53,2026-03-10 17:37:00,1577.15,CREDIT,Walmart,Hyderabad,-0.3663005856394083,105,0,NORMAL
1047,61,2026-02-08 07:00:00,4598.36,DEBIT,Swiggy,Chandigarh,0.3664903811732343,81,0,NORMAL
1048,67,2026-02-22 04:45:00,3566.24,DEBIT,Swiggy,Chandigarh,-0.03198374733293917,98,0,NORMAL
1049,89,2026-01-24 13:26:00,4600.62,CREDIT,Flipkart,Mumbai,0.24019843378299777,103,0,NORMAL
1050,44,2026-05-28 04:43:00,1877.14,CREDIT,Walmart,Mumbai,-0.26041415864919387,99,0,NORMAL
1051,55,2026-04-10 09:16:00,3498.27,DEBIT,Swiggy,Bangalore,0.7559180962966888,118,0,NORMAL
1052,61,2026-06-26 09:54:00,4861.41,CREDIT,Shell,Bangalore,0.43678450019440945,81,0,NORMAL
1053,19,2026-02-19 00:13:00,4540.81,DEBIT,Amazon,Delhi,1.1068612607019062,98,0,NORMAL
1054,95,2026-01-10 17:44:00,825.83,DEBIT,Uber,Chandigarh,-1.170287650014915,113,0,NORMAL
1055,78,2026-01-28 20:37:00,4268.0,DEBIT,Shell,Hyderabad,0.29019070095722976,102,0,NORMAL
1056,64,2026-07-01 06:42:00,5228.88,DEBIT,Myntra,Ludhiana,1.683346016822229,110,0,NORMAL
1057,34,2026-01-12 12:06:00,3275.74,DEBIT,Swiggy,Delhi,0.29728166939628425,118,0,NORMAL
1058,50,2026-06-11 03:06:00,1792.46,CREDIT,Myntra,Delhi,-0.250244740891008,118,0,NORMAL
1059,5,2026-03-01 18:18:00,992.34,CREDIT,Myntra,Chandigarh,-0.9635166131669524,87,0,NORMAL
1060,18,2026-02-09 19:47:00,1208.22,DEBIT,Local Store,Pune,-1.2331479492669069,96,0,NORMAL
1061,63,2026-02-26 21:51:00,3023.77,DEBIT,Shell,Delhi,0.5436768987723855,88,0,NORMAL
1062,51,2026-05-18 13:14:00,1180.86,DEBIT,Local Store,Pune,-0.3805241014427083,108,0,NORMAL
1063,46,2026-02-16 16:12:00,3873.65,DEBIT,Flipkart,Bangalore,0.0957059744492099,94,0,NORMAL
1064,95,2026-05-05 05:56:00,3399.79,CREDIT,Swiggy,Delhi,0.468249395744532,113,0,NORMAL
1065,55,2026-04-01 03:41:00,1754.89,DEBIT,Netflix,Pune,-0.5778172610478641,118,0,NORMAL
1066,40,2026-01-24 20:20:00,3741.51,CREDIT,Apple,Delhi,0.08765396527212924,109,0,NORMAL
1067,44,2026-06-03 19:37:00,1179.31,DEBIT,Local Store,Ludhiana,-0.34007651613113205,99,0,NORMAL
1068,54,2026-01-09 02:18:00,1671.75,DEBIT,Flipkart,Chandigarh,-0.3253961781862405,89,0,NORMAL
1069,74,2026-03-16 23:15:00,1335.69,DEBIT,Flipkart,Chandigarh,-0.3336151852640663,119,0,NORMAL
1070,65,2026-03-02 16:00:00,3321.18,DEBIT,Local Store,Bangalore,-0.025895861000580278,112,0,NORMAL
1071,47,2026-01-28 10:09:00,5377.89,CREDIT,Shell,Mumbai,0.5100093359869282,103,0,NORMAL
1072,37,2026-05-27 08:58:00,2267.13,DEBIT,Netflix,Ludhiana,-0.27121613613618617,87,0,NORMAL
1073,96,2026-04-10 12:41:00,4492.29,DEBIT,Walmart,Ludhiana,1.025182664569903,96,0,NORMAL
1074,68,2026-01-28 21:52:00,1789.72,DEBIT,Apple,Ludhiana,-0.33357508347240855,100,0,NORMAL
1075,39,2026-07-07 15:21:00,2051.96,DEBIT,Myntra,Pune,-0.23611826713506628,101,0,NORMAL
1076,98,2026-07-07 22:50:00,2841.05,CREDIT,Uber,Ludhiana,0.060271267387399394,114,0,NORMAL
1077,64,2026-07-13 22:58:00,2041.66,DEBIT,Local Store,Hyderabad,-0.4262684300661883,110,0,NORMAL
1078,99,2026-01-22 19:15:00,4136.16,CREDIT,Shell,Mumbai,0.37734027258186026,103,0,NORMAL
1079,47,2026-06-08 12:29:00,2645.81,CREDIT,Swiggy,Bangalore,-0.09036462746845465,103,0,NORMAL
1080,9,2026-04-08 04:30:00,4738.63,CREDIT,Apple,Pune,0.4467008935372436,84,0,NORMAL
1081,21,2026-03-11 20:59:00,1314.57,DEBIT,Amazon,Mumbai,-0.3679034274431451,122,10,NORMAL
1082,40,2026-06-08 18:59:00,2196.41,DEBIT,Swiggy,Pune,-0.1750515516705017,109,0,NORMAL
1083,5,2026-04-12 03:12:00,1396.77,CREDIT,Shell,Mumbai,-0.6941828753285337,87,0,NORMAL
1084,83,2026-06-26 21:21:00,4597.32,CREDIT,Amazon,Delhi,0.2266562573507241,101,0,NORMAL
1085,11,2026-05-13 07:44:00,1861.11,CREDIT,Walmart,Chandigarh,-0.2530054130299403,118,0,NORMAL
1086,93,2026-07-27 21:14:00,4663.8,DEBIT,Shell,Delhi,1.1676630012283085,100,0,NORMAL
1087,67,2026-06-30 18:03:00,2170.46,DEBIT,Walmart,Mumbai,-0.23389614507888634,98,0,NORMAL
1088,77,2026-04-30 21:20:00,830.68,CREDIT,Local Store,Pune,-1.1947484816283405,84,0,NORMAL
1089,50,2026-02-08 21:21:00,4034.63,DEBIT,Uber,Mumbai,0.02949373227577535,118,0,NORMAL
1090,36,2026-01-21 08:41:00,1028.39,DEBIT,Myntra,Ludhiana,-0.33851587100249,85,0,NORMAL
1091,48,2026-03-31 16:36:00,4517.39,DEBIT,Apple,Hyderabad,0.040753070268397834,102,0,NORMAL
1092,19,2026-04-23 04:50:00,2570.13,DEBIT,Amazon,Pune,-0.2006946755296477,98,0,NORMAL
1093,78,2026-03-29 06:19:00,637.16,DEBIT,Apple,Ludhiana,-0.7738969394258695,102,0,NORMAL
1094,50,2026-05-13 02:40:00,1046.47,CREDIT,Walmart,Ludhiana,-0.34331623127652233,118,0,NORMAL
1095,31,2026-04-04 00:53:00,2532.2,DEBIT,Apple,Delhi,-0.1321372797130553,104,0,NORMAL
1096,97,2026-02-28 08:05:00,2111.01,DEBIT,Myntra,Pune,-0.6184266089978122,96,0,NORMAL
1097,41,2026-01-30 03:52:00,4577.08,DEBIT,Myntra,Chandigarh,0.2634048424033504,100,0,NORMAL
1098,95,2026-06-03 18:41:00,1759.61,CREDIT,Walmart,Hyderabad,-0.5758599500548316,113,0,NORMAL
1099,21,2026-07-19 10:07:00,2795.64,DEBIT,Flipkart,Chandigarh,-0.12987672410432854,122,10,NORMAL
1100,89,2026-03-08 21:32:00,617.31,DEBIT,Myntra,Hyderabad,-0.5135688354510238,103,0,NORMAL
1101,83,2026-01-30 22:33:00,794.93,DEBIT,Walmart,Mumbai,-0.3656496189901395,101,0,NORMAL
1102,32,2026-02-17 08:46:00,3404.05,CREDIT,Local Store,Pune,0.15281130756674577,107,0,NORMAL
1103,53,2026-04-05 21:51:00,3576.98,DEBIT,Uber,Pune,0.06728476591416159,105,0,NORMAL
1104,76,2026-03-14 07:57:00,5311.57,CREDIT,Walmart,Chandigarh,0.41197815893781087,74,0,NORMAL
1105,48,2026-05-22 14:04:00,62035.69,DEBIT,Flipkart,Delhi,6.830707351152504,102,90,HIGH
1106,72,2026-02-02 09:29:00,1973.11,DEBIT,Myntra,Mumbai,-0.5703565809069822,98,0,NORMAL
1107,34,2026-04-05 17:17:00,4107.78,DEBIT,Uber,Delhi,0.8892069867741406,118,0,NORMAL
1108,48,2026-01-06 03:20:00,1545.05,DEBIT,Shell,Chandigarh,-0.31012747917835326,102,0,NORMAL
1109,99,2026-03-15 23:06:00,2977.01,DEBIT,Netflix,Hyderabad,0.016917918577467456,103,0,NORMAL
1110,35,2026-02-17 09:41:00,1988.5,DEBIT,Swiggy,Hyderabad,-0.6067230994420824,103,0,NORMAL
1111,27,2026-06-02 07:25:00,3852.66,DEBIT,Uber,Chandigarh,0.7780255466698941,90,0,NORMAL
1112,19,2026-03-27 17:42:00,625.61,CREDIT,Local Store,Chandigarh,-1.4908933222510743,98,0,NORMAL
1113,32,2026-02-18 11:57:00,1923.05,DEBIT,Flipkart,Pune,-0.31730581186358,107,0,NORMAL
1114,51,2026-06-04 02:46:00,2680.58,DEBIT,Local Store,Bangalore,-0.14808110412558884,108,0,NORMAL
1115,10,2026-05-09 23:56:00,1123.59,DEBIT,Local Store,Pune,-0.3721291464700603,91,0,NORMAL
1116,77,2026-01-02 22:50:00,3992.78,CREDIT,Apple,Ludhiana,0.9297723090289566,84,0,NORMAL
1117,80,2026-07-23 17:30:00,3031.7,DEBIT,Amazon,Ludhiana,-0.09090189575138972,84,0,NORMAL
1118,23,2026-05-04 11:46:00,1583.59,DEBIT,Myntra,Mumbai,-0.7260156687190003,96,0,NORMAL
1119,12,2026-01-17 01:53:00,1666.24,DEBIT,Uber,Chandigarh,-0.288972584197321,99,0,NORMAL
1120,36,2026-04-14 00:14:00,3763.67,CREDIT,Apple,Ludhiana,0.03176795184828429,85,0,NORMAL
1121,98,2026-06-28 20:49:00,3428.2,DEBIT,Uber,Ludhiana,0.49329521843573654,114,0,NORMAL
1122,85,2026-03-10 18:48:00,3269.14,DEBIT,Uber,Delhi,0.2133152142885704,89,0,NORMAL
1123,30,2026-02-12 05:50:00,1129.74,DEBIT,Myntra,Delhi,-0.4263616848145442,92,0,NORMAL
1124,57,2026-06-26 15:44:00,2162.78,DEBIT,Myntra,Chandigarh,-0.21183244617145863,107,0,NORMAL
1125,15,2026-04-14 10:38:00,4676.94,DEBIT,Uber,Hyderabad,0.35581863210885917,91,0,NORMAL
1126,22,2026-07-25 01:43:00,3505.29,CREDIT,Local Store,Mumbai,-0.021113330892693145,108,0,NORMAL
1127,75,2026-01-28 23:23:00,7119.59,DEBIT,Netflix,Hyderabad,0.551312743132489,89,0,NORMAL
1128,64,2026-01-10 10:51:00,3585.3,CREDIT,Apple,Pune,0.5954637518336606,110,0,NORMAL
1129,88,2026-04-28 19:07:00,626.17,DEBIT,Uber,Delhi,-0.36807198493647914,104,0,NORMAL
1130,11,2026-06-24 17:02:00,3626.26,DEBIT,Myntra,Pune,-0.005579260602658075,118,0,NORMAL
1131,35,2026-06-14 23:15:00,5271.55,DEBIT,Flipkart,Pune,1.7510008775955141,103,0,NORMAL
1132,94,2026-02-17 02:01:00,4691.43,CREDIT,Netflix,Hyderabad,0.16507368581715656,103,0,NORMAL
1133,7,2026-07-19 05:07:00,3729.39,DEBIT,Local Store,Chandigarh,0.07593789919205883,93,0,NORMAL
1134,12,2026-05-26 05:47:00,3299.3,DEBIT,Walmart,Delhi,-0.08987207799962277,99,0,NORMAL
1135,27,2026-02-26 02:50:00,1279.76,CREDIT,Walmart,Bangalore,-1.0489845924489665,90,0,NORMAL
1136,63,2026-04-23 21:42:00,3278.85,DEBIT,Local Store,Mumbai,0.7498688927207391,88,0,NORMAL
1137,46,2026-05-22 07:10:00,4011.31,DEBIT,Myntra,Bangalore,0.11828657094925062,94,0,NORMAL
1138,73,2026-06-03 20:10:00,2366.62,DEBIT,Flipkart,Ludhiana,-7.649566895493373e-05,111,0,NORMAL
1139,24,2026-06-18 18:20:00,2295.94,DEBIT,Netflix,Pune,-0.3116362989604066,95,0,NORMAL
1140,88,2026-07-11 23:25:00,3830.87,CREDIT,Shell,Delhi,-0.036257123953607764,104,0,NORMAL
1141,38,2026-02-16 12:38:00,3637.01,DEBIT,Apple,Hyderabad,0.739628918486623,95,0,NORMAL
1142,32,2026-01-18 09:03:00,3466.3,DEBIT,Shell,Delhi,0.17257146332943163,107,0,NORMAL
1143,6,2026-07-26 23:26:00,2086.74,DEBIT,Apple,Bangalore,-0.40535570653871633,117,0,NORMAL
1144,33,2026-01-06 22:09:00,3080.95,CREDIT,Walmart,Pune,-0.11269022374238744,91,0,NORMAL
1145,85,2026-06-01 13:15:00,2862.94,DEBIT,Apple,Bangalore,-0.03233131761339518,89,0,NORMAL
1146,76,2026-06-13 19:42:00,1997.1,CREDIT,Local Store,Hyderabad,-0.27216428849678787,74,0,NORMAL
1147,34,2026-01-29 11:30:00,2843.56,DEBIT,Local Store,Bangalore,-0.010177447550451283,118,0,NORMAL
1148,87,2026-01-03 03:05:00,759.09,DEBIT,Swiggy,Delhi,-1.2981246343031005,85,0,NORMAL
1149,2,2026-06-27 05:02:00,789.63,CREDIT,Apple,Ludhiana,-1.4678194657380814,117,0,NORMAL
1150,79,2026-05-24 19:32:00,2239.96,DEBIT,Apple,Delhi,-0.31321680600037005,122,10,NORMAL
